week,week_start,action_type,origin,destination,product,qty
15,2025-04-21,replenishment_order,F1,DC_E,Product3,159
15,2025-04-21,replenishment_order,F1,DC_E,Product4,323
15,2025-04-21,replenishment_order,F1,DC_E,Product5,365
16,2025-04-28,replenishment_order,F1,DC_W,Product1,273
16,2025-04-28,replenishment_order,F1,DC_W,Product2,174
16,2025-04-28,replenishment_order,F1,DC_W,Product3,192
16,2025-04-28,replenishment_order,F1,DC_W,Product4,365
16,2025-04-28,replenishment_order,F1,DC_W,Product5,189
16,2025-04-28,replenishment_order,F1,DC_C,Product1,323
16,2025-04-28,replenishment_order,F1,DC_C,Product2,397
16,2025-04-28,replenishment_order,F1,DC_C,Product3,399
16,2025-04-28,replenishment_order,F1,DC_C,Product4,260
16,2025-04-28,replenishment_order,F1,DC_C,Product5,347
16,2025-04-28,replenishment_order,F1,DC_E,Product1,397
16,2025-04-28,replenishment_order,F1,DC_E,Product2,212
16,2025-04-28,replenishment_order,F1,DC_E,Product3,175
16,2025-04-28,replenishment_order,F1,DC_E,Product4,134
16,2025-04-28,replenishment_order,F1,DC_E,Product5,142
17,2025-05-05,replenishment_order,F1,DC_W,Product1,356
17,2025-05-05,replenishment_order,F1,DC_W,Product2,276
17,2025-05-05,replenishment_order,F1,DC_W,Product3,362
17,2025-05-05,replenishment_order,F1,DC_W,Product4,336
17,2025-05-05,replenishment_order,F1,DC_W,Product5,302
17,2025-05-05,replenishment_order,F1,DC_C,Product1,282
17,2025-05-05,replenishment_order,F1,DC_C,Product2,114
17,2025-05-05,replenishment_order,F1,DC_C,Product3,361
17,2025-05-05,replenishment_order,F1,DC_C,Product4,225
17,2025-05-05,replenishment_order,F1,DC_C,Product5,267
17,2025-05-05,replenishment_order,F1,DC_E,Product1,106
17,2025-05-05,replenishment_order,F1,DC_E,Product2,380
17,2025-05-05,replenishment_order,F1,DC_E,Product3,370
17,2025-05-05,replenishment_order,F1,DC_E,Product4,262
17,2025-05-05,replenishment_order,F1,DC_E,Product5,273
18,2025-05-12,replenishment_order,F1,DC_W,Product1,311
18,2025-05-12,replenishment_order,F1,DC_W,Product2,179
18,2025-05-12,replenishment_order,F1,DC_W,Product3,166
18,2025-05-12,replenishment_order,F1,DC_W,Product4,302
18,2025-05-12,replenishment_order,F1,DC_W,Product5,131
18,2025-05-12,replenishment_order,F1,DC_C,Product1,236
18,2025-05-12,replenishment_order,F1,DC_C,Product2,247
18,2025-05-12,replenishment_order,F1,DC_C,Product3,214
18,2025-05-12,replenishment_order,F1,DC_C,Product4,155
18,2025-05-12,replenishment_order,F1,DC_C,Product5,206
18,2025-05-12,replenishment_order,F1,DC_E,Product1,201
18,2025-05-12,replenishment_order,F1,DC_E,Product2,249
18,2025-05-12,replenishment_order,F1,DC_E,Product3,302
18,2025-05-12,replenishment_order,F1,DC_E,Product4,390
18,2025-05-12,replenishment_order,F1,DC_E,Product5,143
19,2025-05-19,replenishment_order,F1,DC_W,Product1,361
19,2025-05-19,replenishment_order,F1,DC_W,Product2,185
19,2025-05-19,replenishment_order,F1,DC_W,Product3,277
19,2025-05-19,replenishment_order,F1,DC_W,Product4,264
19,2025-05-19,replenishment_order,F1,DC_W,Product5,267
19,2025-05-19,replenishment_order,F1,DC_C,Product1,317
19,2025-05-19,replenishment_order,F1,DC_C,Product2,214
19,2025-05-19,replenishment_order,F1,DC_C,Product3,195
19,2025-05-19,replenishment_order,F1,DC_C,Product4,355
19,2025-05-19,replenishment_order,F1,DC_C,Product5,166
19,2025-05-19,replenishment_order,F1,DC_E,Product1,154
19,2025-05-19,replenishment_order,F1,DC_E,Product2,104
19,2025-05-19,replenishment_order,F1,DC_E,Product3,163
19,2025-05-19,replenishment_order,F1,DC_E,Product4,255
19,2025-05-19,replenishment_order,F1,DC_E,Product5,261
20,2025-05-26,replenishment_order,F1,DC_W,Product1,176
20,2025-05-26,replenishment_order,F1,DC_W,Product2,121
20,2025-05-26,replenishment_order,F1,DC_W,Product3,323
20,2025-05-26,replenishment_order,F1,DC_W,Product4,327
20,2025-05-26,replenishment_order,F1,DC_W,Product5,399
20,2025-05-26,replenishment_order,F1,DC_C,Product1,370
20,2025-05-26,replenishment_order,F1,DC_C,Product2,377
20,2025-05-26,replenishment_order,F1,DC_C,Product3,339
20,2025-05-26,replenishment_order,F1,DC_C,Product4,284
20,2025-05-26,replenishment_order,F1,DC_C,Product5,138
20,2025-05-26,replenishment_order,F1,DC_E,Product1,286
20,2025-05-26,replenishment_order,F1,DC_E,Product2,116
20,2025-05-26,replenishment_order,F1,DC_E,Product3,365
20,2025-05-26,replenishment_order,F1,DC_E,Product4,244
20,2025-05-26,replenishment_order,F1,DC_E,Product5,309
21,2025-06-02,replenishment_order,F1,DC_W,Product1,115
21,2025-06-02,replenishment_order,F1,DC_W,Product2,260
21,2025-06-02,replenishment_order,F1,DC_W,Product3,190
21,2025-06-02,replenishment_order,F1,DC_W,Product4,185
21,2025-06-02,replenishment_order,F1,DC_W,Product5,216
21,2025-06-02,replenishment_order,F1,DC_C,Product1,100
21,2025-06-02,replenishment_order,F1,DC_C,Product2,239
21,2025-06-02,replenishment_order,F1,DC_C,Product3,245
21,2025-06-02,replenishment_order,F1,DC_C,Product4,358
21,2025-06-02,replenishment_order,F1,DC_C,Product5,234
21,2025-06-02,replenishment_order,F1,DC_E,Product1,209
21,2025-06-02,replenishment_order,F1,DC_E,Product2,398
21,2025-06-02,replenishment_order,F1,DC_E,Product3,271
21,2025-06-02,replenishment_order,F1,DC_E,Product4,241
21,2025-06-02,replenishment_order,F1,DC_E,Product5,248
22,2025-06-09,replenishment_order,F1,DC_W,Product1,342
22,2025-06-09,replenishment_order,F1,DC_W,Product2,202
22,2025-06-09,replenishment_order,F1,DC_W,Product3,216
22,2025-06-09,replenishment_order,F1,DC_W,Product4,326
22,2025-06-09,replenishment_order,F1,DC_W,Product5,121
22,2025-06-09,replenishment_order,F1,DC_C,Product1,359
22,2025-06-09,replenishment_order,F1,DC_C,Product2,229
22,2025-06-09,replenishment_order,F1,DC_C,Product3,274
22,2025-06-09,replenishment_order,F1,DC_C,Product4,327
22,2025-06-09,replenishment_order,F1,DC_C,Product5,179
22,2025-06-09,replenishment_order,F1,DC_E,Product1,367
22,2025-06-09,replenishment_order,F1,DC_E,Product2,393
22,2025-06-09,replenishment_order,F1,DC_E,Product3,248
22,2025-06-09,replenishment_order,F1,DC_E,Product4,381
22,2025-06-09,replenishment_order,F1,DC_E,Product5,100
23,2025-06-16,replenishment_order,F1,DC_W,Product1,368
23,2025-06-16,replenishment_order,F1,DC_W,Product2,193
23,2025-06-16,replenishment_order,F1,DC_W,Product3,193
23,2025-06-16,replenishment_order,F1,DC_W,Product4,168
23,2025-06-16,replenishment_order,F1,DC_W,Product5,195
23,2025-06-16,replenishment_order,F1,DC_C,Product1,164
23,2025-06-16,replenishment_order,F1,DC_C,Product2,371
23,2025-06-16,replenishment_order,F1,DC_C,Product3,369
23,2025-06-16,replenishment_order,F1,DC_C,Product4,130
23,2025-06-16,replenishment_order,F1,DC_C,Product5,142
23,2025-06-16,replenishment_order,F1,DC_E,Product1,358
23,2025-06-16,replenishment_order,F1,DC_E,Product2,219
23,2025-06-16,replenishment_order,F1,DC_E,Product3,150
23,2025-06-16,replenishment_order,F1,DC_E,Product4,253
23,2025-06-16,replenishment_order,F1,DC_E,Product5,225
24,2025-06-23,replenishment_order,F1,DC_W,Product1,165
24,2025-06-23,replenishment_order,F1,DC_W,Product2,316
24,2025-06-23,replenishment_order,F1,DC_W,Product3,289
24,2025-06-23,replenishment_order,F1,DC_W,Product4,129
24,2025-06-23,replenishment_order,F1,DC_W,Product5,377
24,2025-06-23,replenishment_order,F1,DC_C,Product1,267
24,2025-06-23,replenishment_order,F1,DC_C,Product2,175
24,2025-06-23,replenishment_order,F1,DC_C,Product3,161
24,2025-06-23,replenishment_order,F1,DC_C,Product4,140
24,2025-06-23,replenishment_order,F1,DC_C,Product5,227
24,2025-06-23,replenishment_order,F1,DC_E,Product1,140
24,2025-06-23,replenishment_order,F1,DC_E,Product2,224
24,2025-06-23,replenishment_order,F1,DC_E,Product3,144
24,2025-06-23,replenishment_order,F1,DC_E,Product4,297
24,2025-06-23,replenishment_order,F1,DC_E,Product5,335
25,2025-06-30,replenishment_order,F1,DC_W,Product1,264
25,2025-06-30,replenishment_order,F1,DC_W,Product2,304
25,2025-06-30,replenishment_order,F1,DC_W,Product3,381
25,2025-06-30,replenishment_order,F1,DC_W,Product4,291
25,2025-06-30,replenishment_order,F1,DC_W,Product5,209
25,2025-06-30,replenishment_order,F1,DC_C,Product1,234
25,2025-06-30,replenishment_order,F1,DC_C,Product2,358
25,2025-06-30,replenishment_order,F1,DC_C,Product3,139
25,2025-06-30,replenishment_order,F1,DC_C,Product4,197
25,2025-06-30,replenishment_order,F1,DC_C,Product5,273
25,2025-06-30,replenishment_order,F1,DC_E,Product1,302
25,2025-06-30,replenishment_order,F1,DC_E,Product2,329
25,2025-06-30,replenishment_order,F1,DC_E,Product3,195
25,2025-06-30,replenishment_order,F1,DC_E,Product4,143
25,2025-06-30,replenishment_order,F1,DC_E,Product5,386
26,2025-07-07,replenishment_order,F1,DC_W,Product1,122
26,2025-07-07,replenishment_order,F1,DC_W,Product2,128
26,2025-07-07,replenishment_order,F1,DC_W,Product3,248
26,2025-07-07,replenishment_order,F1,DC_W,Product4,345
26,2025-07-07,replenishment_order,F1,DC_W,Product5,332
26,2025-07-07,replenishment_order,F1,DC_C,Product1,381
26,2025-07-07,replenishment_order,F1,DC_C,Product2,142
26,2025-07-07,replenishment_order,F1,DC_C,Product3,212
26,2025-07-07,replenishment_order,F1,DC_C,Product4,184
26,2025-07-07,replenishment_order,F1,DC_C,Product5,358
26,2025-07-07,replenishment_order,F1,DC_E,Product1,246
26,2025-07-07,replenishment_order,F1,DC_E,Product2,108
26,2025-07-07,replenishment_order,F1,DC_E,Product3,312
26,2025-07-07,replenishment_order,F1,DC_E,Product4,216
26,2025-07-07,replenishment_order,F1,DC_E,Product5,259
27,2025-07-14,replenishment_order,F1,DC_W,Product1,368
27,2025-07-14,replenishment_order,F1,DC_W,Product2,177
27,2025-07-14,replenishment_order,F1,DC_W,Product3,172
27,2025-07-14,replenishment_order,F1,DC_W,Product4,178
27,2025-07-14,replenishment_order,F1,DC_W,Product5,201
27,2025-07-14,replenishment_order,F1,DC_C,Product1,132
27,2025-07-14,replenishment_order,F1,DC_C,Product2,309
27,2025-07-14,replenishment_order,F1,DC_C,Product3,162
27,2025-07-14,replenishment_order,F1,DC_C,Product4,377
27,2025-07-14,replenishment_order,F1,DC_C,Product5,164
27,2025-07-14,replenishment_order,F1,DC_E,Product1,176
27,2025-07-14,replenishment_order,F1,DC_E,Product2,189
27,2025-07-14,replenishment_order,F1,DC_E,Product3,330
27,2025-07-14,replenishment_order,F1,DC_E,Product4,228
27,2025-07-14,replenishment_order,F1,DC_E,Product5,345
28,2025-07-21,replenishment_order,F1,DC_W,Product1,335
28,2025-07-21,replenishment_order,F1,DC_W,Product2,378
28,2025-07-21,replenishment_order,F1,DC_W,Product3,326
28,2025-07-21,replenishment_order,F1,DC_W,Product4,115
28,2025-07-21,replenishment_order,F1,DC_W,Product5,351
28,2025-07-21,replenishment_order,F1,DC_C,Product1,381
28,2025-07-21,replenishment_order,F1,DC_C,Product2,398
28,2025-07-21,replenishment_order,F1,DC_C,Product3,137
28,2025-07-21,replenishment_order,F1,DC_C,Product4,283
28,2025-07-21,replenishment_order,F1,DC_C,Product5,159
28,2025-07-21,replenishment_order,F1,DC_E,Product1,178
28,2025-07-21,replenishment_order,F1,DC_E,Product2,323
28,2025-07-21,replenishment_order,F1,DC_E,Product3,393
28,2025-07-21,replenishment_order,F1,DC_E,Product4,278
28,2025-07-21,replenishment_order,F1,DC_E,Product5,355
29,2025-07-28,replenishment_order,F1,DC_W,Product1,102
29,2025-07-28,replenishment_order,F1,DC_W,Product2,110
29,2025-07-28,replenishment_order,F1,DC_W,Product3,279
29,2025-07-28,replenishment_order,F1,DC_W,Product4,216
29,2025-07-28,replenishment_order,F1,DC_W,Product5,366
29,2025-07-28,replenishment_order,F1,DC_C,Product1,190
29,2025-07-28,replenishment_order,F1,DC_C,Product2,229
29,2025-07-28,replenishment_order,F1,DC_C,Product3,258
29,2025-07-28,replenishment_order,F1,DC_C,Product4,181
29,2025-07-28,replenishment_order,F1,DC_C,Product5,372
29,2025-07-28,replenishment_order,F1,DC_E,Product1,239
29,2025-07-28,replenishment_order,F1,DC_E,Product2,227
29,2025-07-28,replenishment_order,F1,DC_E,Product3,354
29,2025-07-28,replenishment_order,F1,DC_E,Product4,193
29,2025-07-28,replenishment_order,F1,DC_E,Product5,345
30,2025-08-04,replenishment_order,F1,DC_W,Product1,136
30,2025-08-04,replenishment_order,F1,DC_W,Product2,154
30,2025-08-04,replenishment_order,F1,DC_W,Product3,385
30,2025-08-04,replenishment_order,F1,DC_W,Product4,352
30,2025-08-04,replenishment_order,F1,DC_W,Product5,216
30,2025-08-04,replenishment_order,F1,DC_C,Product1,291
30,2025-08-04,replenishment_order,F1,DC_C,Product2,382
30,2025-08-04,replenishment_order,F1,DC_C,Product3,163
30,2025-08-04,replenishment_order,F1,DC_C,Product4,117
30,2025-08-04,replenishment_order,F1,DC_C,Product5,261
30,2025-08-04,replenishment_order,F1,DC_E,Product1,142
30,2025-08-04,replenishment_order,F1,DC_E,Product2,156
30,2025-08-04,replenishment_order,F1,DC_E,Product3,367
30,2025-08-04,replenishment_order,F1,DC_E,Product4,102
30,2025-08-04,replenishment_order,F1,DC_E,Product5,345
