week,week_start,action_type,origin,destination,product,qty
2,2023-01-16,replenishment_order,F1,DC_E,P5,291
3,2023-01-23,replenishment_order,F1,DC_W,P1,336
3,2023-01-23,replenishment_order,F1,DC_W,P2,309
3,2023-01-23,replenishment_order,F1,DC_W,P3,161
3,2023-01-23,replenishment_order,F1,DC_W,P4,121
3,2023-01-23,replenishment_order,F1,DC_W,P5,317
3,2023-01-23,replenishment_order,F1,DC_C,P1,253
3,2023-01-23,replenishment_order,F1,DC_C,P2,310
3,2023-01-23,replenishment_order,F1,DC_C,P3,243
3,2023-01-23,replenishment_order,F1,DC_C,P4,193
3,2023-01-23,replenishment_order,F1,DC_C,P5,185
3,2023-01-23,replenishment_order,F1,DC_E,P1,319
3,2023-01-23,replenishment_order,F1,DC_E,P2,183
3,2023-01-23,replenishment_order,F1,DC_E,P3,314
3,2023-01-23,replenishment_order,F1,DC_E,P4,215
3,2023-01-23,replenishment_order,F1,DC_E,P5,331
4,2023-01-30,replenishment_order,F1,DC_W,P1,142
4,2023-01-30,replenishment_order,F1,DC_W,P2,161
4,2023-01-30,replenishment_order,F1,DC_W,P3,305
4,2023-01-30,replenishment_order,F1,DC_W,P4,268
4,2023-01-30,replenishment_order,F1,DC_W,P5,161
4,2023-01-30,replenishment_order,F1,DC_C,P1,370
4,2023-01-30,replenishment_order,F1,DC_C,P2,182
4,2023-01-30,replenishment_order,F1,DC_C,P3,226
4,2023-01-30,replenishment_order,F1,DC_C,P4,160
4,2023-01-30,replenishment_order,F1,DC_C,P5,216
4,2023-01-30,replenishment_order,F1,DC_E,P1,247
4,2023-01-30,replenishment_order,F1,DC_E,P2,188
4,2023-01-30,replenishment_order,F1,DC_E,P3,330
4,2023-01-30,replenishment_order,F1,DC_E,P4,218
4,2023-01-30,replenishment_order,F1,DC_E,P5,318
5,2023-02-06,replenishment_order,F1,DC_W,P1,162
5,2023-02-06,replenishment_order,F1,DC_W,P2,213
5,2023-02-06,replenishment_order,F1,DC_W,P3,102
5,2023-02-06,replenishment_order,F1,DC_W,P4,327
5,2023-02-06,replenishment_order,F1,DC_W,P5,287
5,2023-02-06,replenishment_order,F1,DC_C,P1,345
5,2023-02-06,replenishment_order,F1,DC_C,P2,236
5,2023-02-06,replenishment_order,F1,DC_C,P3,339
5,2023-02-06,replenishment_order,F1,DC_C,P4,294
5,2023-02-06,replenishment_order,F1,DC_C,P5,101
5,2023-02-06,replenishment_order,F1,DC_E,P1,176
5,2023-02-06,replenishment_order,F1,DC_E,P2,248
5,2023-02-06,replenishment_order,F1,DC_E,P3,285
5,2023-02-06,replenishment_order,F1,DC_E,P4,119
5,2023-02-06,replenishment_order,F1,DC_E,P5,311
6,2023-02-13,replenishment_order,F1,DC_W,P1,263
6,2023-02-13,replenishment_order,F1,DC_W,P2,257
6,2023-02-13,replenishment_order,F1,DC_W,P3,187
6,2023-02-13,replenishment_order,F1,DC_W,P4,278
6,2023-02-13,replenishment_order,F1,DC_W,P5,108
6,2023-02-13,replenishment_order,F1,DC_C,P1,119
6,2023-02-13,replenishment_order,F1,DC_C,P2,320
6,2023-02-13,replenishment_order,F1,DC_C,P3,196
6,2023-02-13,replenishment_order,F1,DC_C,P4,204
6,2023-02-13,replenishment_order,F1,DC_C,P5,162
6,2023-02-13,replenishment_order,F1,DC_E,P1,233
6,2023-02-13,replenishment_order,F1,DC_E,P2,115
6,2023-02-13,replenishment_order,F1,DC_E,P3,190
6,2023-02-13,replenishment_order,F1,DC_E,P4,258
6,2023-02-13,replenishment_order,F1,DC_E,P5,239
7,2023-02-20,replenishment_order,F1,DC_W,P1,399
7,2023-02-20,replenishment_order,F1,DC_W,P2,216
7,2023-02-20,replenishment_order,F1,DC_W,P3,216
7,2023-02-20,replenishment_order,F1,DC_W,P4,251
7,2023-02-20,replenishment_order,F1,DC_W,P5,157
7,2023-02-20,replenishment_order,F1,DC_C,P1,362
7,2023-02-20,replenishment_order,F1,DC_C,P2,271
7,2023-02-20,replenishment_order,F1,DC_C,P3,157
7,2023-02-20,replenishment_order,F1,DC_C,P4,338
7,2023-02-20,replenishment_order,F1,DC_C,P5,110
7,2023-02-20,replenishment_order,F1,DC_E,P1,394
7,2023-02-20,replenishment_order,F1,DC_E,P2,359
7,2023-02-20,replenishment_order,F1,DC_E,P3,273
7,2023-02-20,replenishment_order,F1,DC_E,P4,133
7,2023-02-20,replenishment_order,F1,DC_E,P5,164
8,2023-02-27,replenishment_order,F1,DC_W,P1,183
8,2023-02-27,replenishment_order,F1,DC_W,P2,172
8,2023-02-27,replenishment_order,F1,DC_W,P3,249
8,2023-02-27,replenishment_order,F1,DC_W,P4,383
8,2023-02-27,replenishment_order,F1,DC_W,P5,233
8,2023-02-27,replenishment_order,F1,DC_C,P1,298
8,2023-02-27,replenishment_order,F1,DC_C,P2,306
8,2023-02-27,replenishment_order,F1,DC_C,P3,361
8,2023-02-27,replenishment_order,F1,DC_C,P4,110
8,2023-02-27,replenishment_order,F1,DC_C,P5,221
8,2023-02-27,replenishment_order,F1,DC_E,P1,335
8,2023-02-27,replenishment_order,F1,DC_E,P2,344
8,2023-02-27,replenishment_order,F1,DC_E,P3,378
8,2023-02-27,replenishment_order,F1,DC_E,P4,310
8,2023-02-27,replenishment_order,F1,DC_E,P5,173
9,2023-03-06,replenishment_order,F1,DC_W,P1,251
9,2023-03-06,replenishment_order,F1,DC_W,P2,109
9,2023-03-06,replenishment_order,F1,DC_W,P3,294
9,2023-03-06,replenishment_order,F1,DC_W,P4,266
9,2023-03-06,replenishment_order,F1,DC_W,P5,300
9,2023-03-06,replenishment_order,F1,DC_C,P1,379
9,2023-03-06,replenishment_order,F1,DC_C,P2,306
9,2023-03-06,replenishment_order,F1,DC_C,P3,196
9,2023-03-06,replenishment_order,F1,DC_C,P4,159
9,2023-03-06,replenishment_order,F1,DC_C,P5,356
9,2023-03-06,replenishment_order,F1,DC_E,P1,158
9,2023-03-06,replenishment_order,F1,DC_E,P2,148
9,2023-03-06,replenishment_order,F1,DC_E,P3,161
9,2023-03-06,replenishment_order,F1,DC_E,P4,252
9,2023-03-06,replenishment_order,F1,DC_E,P5,137
10,2023-03-13,replenishment_order,F1,DC_W,P1,381
10,2023-03-13,replenishment_order,F1,DC_W,P2,389
10,2023-03-13,replenishment_order,F1,DC_W,P3,392
10,2023-03-13,replenishment_order,F1,DC_W,P4,111
10,2023-03-13,replenishment_order,F1,DC_W,P5,383
10,2023-03-13,replenishment_order,F1,DC_C,P1,399
10,2023-03-13,replenishment_order,F1,DC_C,P2,382
10,2023-03-13,replenishment_order,F1,DC_C,P3,301
10,2023-03-13,replenishment_order,F1,DC_C,P4,310
10,2023-03-13,replenishment_order,F1,DC_C,P5,136
10,2023-03-13,replenishment_order,F1,DC_E,P1,362
10,2023-03-13,replenishment_order,F1,DC_E,P2,117
10,2023-03-13,replenishment_order,F1,DC_E,P3,195
10,2023-03-13,replenishment_order,F1,DC_E,P4,397
10,2023-03-13,replenishment_order,F1,DC_E,P5,226
11,2023-03-20,replenishment_order,F1,DC_W,P1,139
11,2023-03-20,replenishment_order,F1,DC_W,P2,390
11,2023-03-20,replenishment_order,F1,DC_W,P3,395
11,2023-03-20,replenishment_order,F1,DC_W,P4,156
11,2023-03-20,replenishment_order,F1,DC_W,P5,359
11,2023-03-20,replenishment_order,F1,DC_C,P1,217
11,2023-03-20,replenishment_order,F1,DC_C,P2,214
11,2023-03-20,replenishment_order,F1,DC_C,P3,178
11,2023-03-20,replenishment_order,F1,DC_C,P4,113
11,2023-03-20,replenishment_order,F1,DC_C,P5,180
11,2023-03-20,replenishment_order,F1,DC_E,P1,116
11,2023-03-20,replenishment_order,F1,DC_E,P2,377
11,2023-03-20,replenishment_order,F1,DC_E,P3,298
11,2023-03-20,replenishment_order,F1,DC_E,P4,365
11,2023-03-20,replenishment_order,F1,DC_E,P5,315
12,2023-03-27,replenishment_order,F1,DC_W,P1,139
12,2023-03-27,replenishment_order,F1,DC_W,P2,382
12,2023-03-27,replenishment_order,F1,DC_W,P3,369
12,2023-03-27,replenishment_order,F1,DC_W,P4,204
12,2023-03-27,replenishment_order,F1,DC_W,P5,133
12,2023-03-27,replenishment_order,F1,DC_C,P1,311
12,2023-03-27,replenishment_order,F1,DC_C,P2,318
12,2023-03-27,replenishment_order,F1,DC_C,P3,369
12,2023-03-27,replenishment_order,F1,DC_C,P4,115
12,2023-03-27,replenishment_order,F1,DC_C,P5,142
12,2023-03-27,replenishment_order,F1,DC_E,P1,279
12,2023-03-27,replenishment_order,F1,DC_E,P2,285
12,2023-03-27,replenishment_order,F1,DC_E,P3,110
12,2023-03-27,replenishment_order,F1,DC_E,P4,219
12,2023-03-27,replenishment_order,F1,DC_E,P5,275
13,2023-04-03,replenishment_order,F1,DC_W,P1,321
13,2023-04-03,replenishment_order,F1,DC_W,P2,194
13,2023-04-03,replenishment_order,F1,DC_W,P3,245
13,2023-04-03,replenishment_order,F1,DC_W,P4,344
13,2023-04-03,replenishment_order,F1,DC_W,P5,386
13,2023-04-03,replenishment_order,F1,DC_C,P1,169
13,2023-04-03,replenishment_order,F1,DC_C,P2,175
13,2023-04-03,replenishment_order,F1,DC_C,P3,381
13,2023-04-03,replenishment_order,F1,DC_C,P4,218
13,2023-04-03,replenishment_order,F1,DC_C,P5,315
13,2023-04-03,replenishment_order,F1,DC_E,P1,283
13,2023-04-03,replenishment_order,F1,DC_E,P2,185
13,2023-04-03,replenishment_order,F1,DC_E,P3,296
13,2023-04-03,replenishment_order,F1,DC_E,P4,296
13,2023-04-03,replenishment_order,F1,DC_E,P5,277
14,2023-04-10,replenishment_order,F1,DC_W,P1,129
14,2023-04-10,replenishment_order,F1,DC_W,P2,398
14,2023-04-10,replenishment_order,F1,DC_W,P3,220
14,2023-04-10,replenishment_order,F1,DC_W,P4,291
14,2023-04-10,replenishment_order,F1,DC_W,P5,365
14,2023-04-10,replenishment_order,F1,DC_C,P1,226
14,2023-04-10,replenishment_order,F1,DC_C,P2,332
14,2023-04-10,replenishment_order,F1,DC_C,P3,391
14,2023-04-10,replenishment_order,F1,DC_C,P4,207
14,2023-04-10,replenishment_order,F1,DC_C,P5,221
14,2023-04-10,replenishment_order,F1,DC_E,P1,371
14,2023-04-10,replenishment_order,F1,DC_E,P2,147
14,2023-04-10,replenishment_order,F1,DC_E,P3,108
14,2023-04-10,replenishment_order,F1,DC_E,P4,372
14,2023-04-10,replenishment_order,F1,DC_E,P5,346
15,2023-04-17,replenishment_order,F1,DC_W,P1,391
15,2023-04-17,replenishment_order,F1,DC_W,P2,117
15,2023-04-17,replenishment_order,F1,DC_W,P3,146
15,2023-04-17,replenishment_order,F1,DC_W,P4,131
15,2023-04-17,replenishment_order,F1,DC_W,P5,305
15,2023-04-17,replenishment_order,F1,DC_C,P1,281
15,2023-04-17,replenishment_order,F1,DC_C,P2,207
15,2023-04-17,replenishment_order,F1,DC_C,P3,117
15,2023-04-17,replenishment_order,F1,DC_C,P4,291
15,2023-04-17,replenishment_order,F1,DC_C,P5,271
15,2023-04-17,replenishment_order,F1,DC_E,P1,133
15,2023-04-17,replenishment_order,F1,DC_E,P2,372
15,2023-04-17,replenishment_order,F1,DC_E,P3,159
15,2023-04-17,replenishment_order,F1,DC_E,P4,323
15,2023-04-17,replenishment_order,F1,DC_E,P5,365
16,2023-04-24,replenishment_order,F1,DC_W,P1,273
16,2023-04-24,replenishment_order,F1,DC_W,P2,174
16,2023-04-24,replenishment_order,F1,DC_W,P3,192
16,2023-04-24,replenishment_order,F1,DC_W,P4,365
16,2023-04-24,replenishment_order,F1,DC_W,P5,189
16,2023-04-24,replenishment_order,F1,DC_C,P1,323
16,2023-04-24,replenishment_order,F1,DC_C,P2,397
16,2023-04-24,replenishment_order,F1,DC_C,P3,399
16,2023-04-24,replenishment_order,F1,DC_C,P4,260
16,2023-04-24,replenishment_order,F1,DC_C,P5,347
16,2023-04-24,replenishment_order,F1,DC_E,P1,397
16,2023-04-24,replenishment_order,F1,DC_E,P2,212
16,2023-04-24,replenishment_order,F1,DC_E,P3,175
16,2023-04-24,replenishment_order,F1,DC_E,P4,134
16,2023-04-24,replenishment_order,F1,DC_E,P5,142
17,2023-05-01,replenishment_order,F1,DC_W,P1,356
17,2023-05-01,replenishment_order,F1,DC_W,P2,276
17,2023-05-01,replenishment_order,F1,DC_W,P3,362
17,2023-05-01,replenishment_order,F1,DC_W,P4,336
17,2023-05-01,replenishment_order,F1,DC_W,P5,302
17,2023-05-01,replenishment_order,F1,DC_C,P1,282
17,2023-05-01,replenishment_order,F1,DC_C,P2,114
17,2023-05-01,replenishment_order,F1,DC_C,P3,361
17,2023-05-01,replenishment_order,F1,DC_C,P4,225
17,2023-05-01,replenishment_order,F1,DC_C,P5,267
17,2023-05-01,replenishment_order,F1,DC_E,P1,106
17,2023-05-01,replenishment_order,F1,DC_E,P2,380
17,2023-05-01,replenishment_order,F1,DC_E,P3,370
17,2023-05-01,replenishment_order,F1,DC_E,P4,262
17,2023-05-01,replenishment_order,F1,DC_E,P5,273
18,2023-05-08,replenishment_order,F1,DC_W,P1,311
18,2023-05-08,replenishment_order,F1,DC_W,P2,179
18,2023-05-08,replenishment_order,F1,DC_W,P3,166
18,2023-05-08,replenishment_order,F1,DC_W,P4,302
18,2023-05-08,replenishment_order,F1,DC_W,P5,131
18,2023-05-08,replenishment_order,F1,DC_C,P1,236
18,2023-05-08,replenishment_order,F1,DC_C,P2,247
18,2023-05-08,replenishment_order,F1,DC_C,P3,214
18,2023-05-08,replenishment_order,F1,DC_C,P4,155
18,2023-05-08,replenishment_order,F1,DC_C,P5,206
18,2023-05-08,replenishment_order,F1,DC_E,P1,201
18,2023-05-08,replenishment_order,F1,DC_E,P2,249
18,2023-05-08,replenishment_order,F1,DC_E,P3,302
18,2023-05-08,replenishment_order,F1,DC_E,P4,390
18,2023-05-08,replenishment_order,F1,DC_E,P5,143
19,2023-05-15,replenishment_order,F1,DC_W,P1,361
19,2023-05-15,replenishment_order,F1,DC_W,P2,185
19,2023-05-15,replenishment_order,F1,DC_W,P3,277
19,2023-05-15,replenishment_order,F1,DC_W,P4,264
19,2023-05-15,replenishment_order,F1,DC_W,P5,267
19,2023-05-15,replenishment_order,F1,DC_C,P1,317
19,2023-05-15,replenishment_order,F1,DC_C,P2,214
19,2023-05-15,replenishment_order,F1,DC_C,P3,195
19,2023-05-15,replenishment_order,F1,DC_C,P4,355
19,2023-05-15,replenishment_order,F1,DC_C,P5,166
19,2023-05-15,replenishment_order,F1,DC_E,P1,154
19,2023-05-15,replenishment_order,F1,DC_E,P2,104
19,2023-05-15,replenishment_order,F1,DC_E,P3,163
19,2023-05-15,replenishment_order,F1,DC_E,P4,255
19,2023-05-15,replenishment_order,F1,DC_E,P5,261
20,2023-05-22,replenishment_order,F1,DC_W,P1,176
20,2023-05-22,replenishment_order,F1,DC_W,P2,121
20,2023-05-22,replenishment_order,F1,DC_W,P3,323
20,2023-05-22,replenishment_order,F1,DC_W,P4,327
20,2023-05-22,replenishment_order,F1,DC_W,P5,399
20,2023-05-22,replenishment_order,F1,DC_C,P1,370
20,2023-05-22,replenishment_order,F1,DC_C,P2,377
20,2023-05-22,replenishment_order,F1,DC_C,P3,339
20,2023-05-22,replenishment_order,F1,DC_C,P4,284
20,2023-05-22,replenishment_order,F1,DC_C,P5,138
20,2023-05-22,replenishment_order,F1,DC_E,P1,286
20,2023-05-22,replenishment_order,F1,DC_E,P2,116
20,2023-05-22,replenishment_order,F1,DC_E,P3,365
20,2023-05-22,replenishment_order,F1,DC_E,P4,244
20,2023-05-22,replenishment_order,F1,DC_E,P5,309
21,2023-05-29,replenishment_order,F1,DC_W,P1,115
21,2023-05-29,replenishment_order,F1,DC_W,P2,260
21,2023-05-29,replenishment_order,F1,DC_W,P3,190
21,2023-05-29,replenishment_order,F1,DC_W,P4,185
21,2023-05-29,replenishment_order,F1,DC_W,P5,216
21,2023-05-29,replenishment_order,F1,DC_C,P1,100
21,2023-05-29,replenishment_order,F1,DC_C,P2,239
21,2023-05-29,replenishment_order,F1,DC_C,P3,245
21,2023-05-29,replenishment_order,F1,DC_C,P4,358
21,2023-05-29,replenishment_order,F1,DC_C,P5,234
21,2023-05-29,replenishment_order,F1,DC_E,P1,209
21,2023-05-29,replenishment_order,F1,DC_E,P2,398
21,2023-05-29,replenishment_order,F1,DC_E,P3,271
21,2023-05-29,replenishment_order,F1,DC_E,P4,241
21,2023-05-29,replenishment_order,F1,DC_E,P5,248
22,2023-06-05,replenishment_order,F1,DC_W,P1,342
22,2023-06-05,replenishment_order,F1,DC_W,P2,202
22,2023-06-05,replenishment_order,F1,DC_W,P3,216
22,2023-06-05,replenishment_order,F1,DC_W,P4,326
22,2023-06-05,replenishment_order,F1,DC_W,P5,121
22,2023-06-05,replenishment_order,F1,DC_C,P1,359
22,2023-06-05,replenishment_order,F1,DC_C,P2,229
22,2023-06-05,replenishment_order,F1,DC_C,P3,274
22,2023-06-05,replenishment_order,F1,DC_C,P4,327
22,2023-06-05,replenishment_order,F1,DC_C,P5,179
22,2023-06-05,replenishment_order,F1,DC_E,P1,367
22,2023-06-05,replenishment_order,F1,DC_E,P2,393
22,2023-06-05,replenishment_order,F1,DC_E,P3,248
22,2023-06-05,replenishment_order,F1,DC_E,P4,381
22,2023-06-05,replenishment_order,F1,DC_E,P5,100
23,2023-06-12,replenishment_order,F1,DC_W,P1,368
23,2023-06-12,replenishment_order,F1,DC_W,P2,193
23,2023-06-12,replenishment_order,F1,DC_W,P3,193
23,2023-06-12,replenishment_order,F1,DC_W,P4,168
23,2023-06-12,replenishment_order,F1,DC_W,P5,195
23,2023-06-12,replenishment_order,F1,DC_C,P1,164
23,2023-06-12,replenishment_order,F1,DC_C,P2,371
23,2023-06-12,replenishment_order,F1,DC_C,P3,369
23,2023-06-12,replenishment_order,F1,DC_C,P4,130
23,2023-06-12,replenishment_order,F1,DC_C,P5,142
23,2023-06-12,replenishment_order,F1,DC_E,P1,358
23,2023-06-12,replenishment_order,F1,DC_E,P2,219
23,2023-06-12,replenishment_order,F1,DC_E,P3,150
23,2023-06-12,replenishment_order,F1,DC_E,P4,253
23,2023-06-12,replenishment_order,F1,DC_E,P5,225
24,2023-06-19,replenishment_order,F1,DC_W,P1,165
24,2023-06-19,replenishment_order,F1,DC_W,P2,316
24,2023-06-19,replenishment_order,F1,DC_W,P3,289
24,2023-06-19,replenishment_order,F1,DC_W,P4,129
24,2023-06-19,replenishment_order,F1,DC_W,P5,377
24,2023-06-19,replenishment_order,F1,DC_C,P1,267
24,2023-06-19,replenishment_order,F1,DC_C,P2,175
24,2023-06-19,replenishment_order,F1,DC_C,P3,161
24,2023-06-19,replenishment_order,F1,DC_C,P4,140
24,2023-06-19,replenishment_order,F1,DC_C,P5,227
24,2023-06-19,replenishment_order,F1,DC_E,P1,140
24,2023-06-19,replenishment_order,F1,DC_E,P2,224
24,2023-06-19,replenishment_order,F1,DC_E,P3,144
24,2023-06-19,replenishment_order,F1,DC_E,P4,297
24,2023-06-19,replenishment_order,F1,DC_E,P5,335
25,2023-06-26,replenishment_order,F1,DC_W,P1,264
25,2023-06-26,replenishment_order,F1,DC_W,P2,304
25,2023-06-26,replenishment_order,F1,DC_W,P3,381
25,2023-06-26,replenishment_order,F1,DC_W,P4,291
25,2023-06-26,replenishment_order,F1,DC_W,P5,209
25,2023-06-26,replenishment_order,F1,DC_C,P1,234
25,2023-06-26,replenishment_order,F1,DC_C,P2,358
25,2023-06-26,replenishment_order,F1,DC_C,P3,139
25,2023-06-26,replenishment_order,F1,DC_C,P4,197
25,2023-06-26,replenishment_order,F1,DC_C,P5,273
25,2023-06-26,replenishment_order,F1,DC_E,P1,302
25,2023-06-26,replenishment_order,F1,DC_E,P2,329
25,2023-06-26,replenishment_order,F1,DC_E,P3,195
25,2023-06-26,replenishment_order,F1,DC_E,P4,143
25,2023-06-26,replenishment_order,F1,DC_E,P5,386
26,2023-07-03,replenishment_order,F1,DC_W,P1,122
26,2023-07-03,replenishment_order,F1,DC_W,P2,128
26,2023-07-03,replenishment_order,F1,DC_W,P3,248
26,2023-07-03,replenishment_order,F1,DC_W,P4,345
26,2023-07-03,replenishment_order,F1,DC_W,P5,332
26,2023-07-03,replenishment_order,F1,DC_C,P1,381
26,2023-07-03,replenishment_order,F1,DC_C,P2,142
26,2023-07-03,replenishment_order,F1,DC_C,P3,212
26,2023-07-03,replenishment_order,F1,DC_C,P4,184
26,2023-07-03,replenishment_order,F1,DC_C,P5,358
26,2023-07-03,replenishment_order,F1,DC_E,P1,246
26,2023-07-03,replenishment_order,F1,DC_E,P2,108
26,2023-07-03,replenishment_order,F1,DC_E,P3,312
26,2023-07-03,replenishment_order,F1,DC_E,P4,216
26,2023-07-03,replenishment_order,F1,DC_E,P5,259
27,2023-07-10,replenishment_order,F1,DC_W,P1,368
27,2023-07-10,replenishment_order,F1,DC_W,P2,177
27,2023-07-10,replenishment_order,F1,DC_W,P3,172
27,2023-07-10,replenishment_order,F1,DC_W,P4,178
27,2023-07-10,replenishment_order,F1,DC_W,P5,201
27,2023-07-10,replenishment_order,F1,DC_C,P1,132
27,2023-07-10,replenishment_order,F1,DC_C,P2,309
27,2023-07-10,replenishment_order,F1,DC_C,P3,162
27,2023-07-10,replenishment_order,F1,DC_C,P4,377
27,2023-07-10,replenishment_order,F1,DC_C,P5,164
27,2023-07-10,replenishment_order,F1,DC_E,P1,176
27,2023-07-10,replenishment_order,F1,DC_E,P2,189
27,2023-07-10,replenishment_order,F1,DC_E,P3,330
27,2023-07-10,replenishment_order,F1,DC_E,P4,228
27,2023-07-10,replenishment_order,F1,DC_E,P5,345
28,2023-07-17,replenishment_order,F1,DC_W,P1,335
28,2023-07-17,replenishment_order,F1,DC_W,P2,378
28,2023-07-17,replenishment_order,F1,DC_W,P3,326
28,2023-07-17,replenishment_order,F1,DC_W,P4,115
28,2023-07-17,replenishment_order,F1,DC_W,P5,351
28,2023-07-17,replenishment_order,F1,DC_C,P1,381
28,2023-07-17,replenishment_order,F1,DC_C,P2,398
28,2023-07-17,replenishment_order,F1,DC_C,P3,137
28,2023-07-17,replenishment_order,F1,DC_C,P4,283
28,2023-07-17,replenishment_order,F1,DC_C,P5,159
28,2023-07-17,replenishment_order,F1,DC_E,P1,178
28,2023-07-17,replenishment_order,F1,DC_E,P2,323
28,2023-07-17,replenishment_order,F1,DC_E,P3,393
28,2023-07-17,replenishment_order,F1,DC_E,P4,278
28,2023-07-17,replenishment_order,F1,DC_E,P5,355
29,2023-07-24,replenishment_order,F1,DC_W,P1,102
29,2023-07-24,replenishment_order,F1,DC_W,P2,110
29,2023-07-24,replenishment_order,F1,DC_W,P3,279
29,2023-07-24,replenishment_order,F1,DC_W,P4,216
29,2023-07-24,replenishment_order,F1,DC_W,P5,366
29,2023-07-24,replenishment_order,F1,DC_C,P1,190
29,2023-07-24,replenishment_order,F1,DC_C,P2,229
29,2023-07-24,replenishment_order,F1,DC_C,P3,258
29,2023-07-24,replenishment_order,F1,DC_C,P4,181
29,2023-07-24,replenishment_order,F1,DC_C,P5,372
29,2023-07-24,replenishment_order,F1,DC_E,P1,239
29,2023-07-24,replenishment_order,F1,DC_E,P2,227
29,2023-07-24,replenishment_order,F1,DC_E,P3,354
29,2023-07-24,replenishment_order,F1,DC_E,P4,193
29,2023-07-24,replenishment_order,F1,DC_E,P5,345
30,2023-07-31,replenishment_order,F1,DC_W,P1,136
30,2023-07-31,replenishment_order,F1,DC_W,P2,154
30,2023-07-31,replenishment_order,F1,DC_W,P3,385
30,2023-07-31,replenishment_order,F1,DC_W,P4,352
30,2023-07-31,replenishment_order,F1,DC_W,P5,216
30,2023-07-31,replenishment_order,F1,DC_C,P1,291
30,2023-07-31,replenishment_order,F1,DC_C,P2,382
30,2023-07-31,replenishment_order,F1,DC_C,P3,163
30,2023-07-31,replenishment_order,F1,DC_C,P4,117
30,2023-07-31,replenishment_order,F1,DC_C,P5,261
30,2023-07-31,replenishment_order,F1,DC_E,P1,142
30,2023-07-31,replenishment_order,F1,DC_E,P2,156
30,2023-07-31,replenishment_order,F1,DC_E,P3,367
30,2023-07-31,replenishment_order,F1,DC_E,P4,102
30,2023-07-31,replenishment_order,F1,DC_E,P5,345
31,2023-08-07,replenishment_order,F1,DC_W,P1,255
31,2023-08-07,replenishment_order,F1,DC_W,P2,267
31,2023-08-07,replenishment_order,F1,DC_W,P3,301
31,2023-08-07,replenishment_order,F1,DC_W,P4,229
31,2023-08-07,replenishment_order,F1,DC_W,P5,134
31,2023-08-07,replenishment_order,F1,DC_C,P1,130
31,2023-08-07,replenishment_order,F1,DC_C,P2,326
31,2023-08-07,replenishment_order,F1,DC_C,P3,166
31,2023-08-07,replenishment_order,F1,DC_C,P4,108
31,2023-08-07,replenishment_order,F1,DC_C,P5,393
31,2023-08-07,replenishment_order,F1,DC_E,P1,394
31,2023-08-07,replenishment_order,F1,DC_E,P2,213
31,2023-08-07,replenishment_order,F1,DC_E,P3,107
31,2023-08-07,replenishment_order,F1,DC_E,P4,318
31,2023-08-07,replenishment_order,F1,DC_E,P5,349
32,2023-08-14,replenishment_order,F1,DC_W,P1,137
